mc	mn	timesig	onset	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
22	22	6/8	1/4	16	1	1/8		1/8	1		0	48		1530
22	22	6/8	1/4	5	1	1/8		1/8	1		0	72		1525
22	22	6/8	3/8	16	1	1/4		1/4	1		1	43		1531
22	22	6/8	3/8	16	1	1/4		1/4	1		0	48		1531
22	22	6/8	3/8	5	1	1/4		1/4	1		1	67		1526
22	22	6/8	5/8	5	1	0	acciaccatura	1/8	1		9	75		1527
22	22	6/8	5/8	16	1	1/8		1/8	1		1	43		1532
22	22	6/8	5/8	16	1	1/8		1/8	1		0	48		1532
22	22	6/8	5/8	5	1	1/8		1/8	1		4	76		1528
23	23	6/8	0	5	1	0	acciaccatura	1/8	1		9	75		1534
23	23	6/8	0	18	1	3/4		1/2	3/2		5	35		1544
23	23	6/8	0	16	1	1/4		1/4	1		1	43		1540
23	23	6/8	0	16	1	1/4		1/4	1		0	48		1540
23	23	6/8	0	5	1	1/4		1/4	1		4	76		1535
23	23	6/8	1/4	5	1	0	acciaccatura	1/8	1		4	76		1536
23	23	6/8	1/4	16	1	1/8		1/8	1		1	43		1541
23	23	6/8	1/4	16	1	1/8		1/8	1		0	48		1541
23	23	6/8	1/4	5	1	1/8		1/8	1		-1	77		1537
23	23	6/8	3/8	16	1	1/4		1/4	1		1	43		1542
23	23	6/8	3/8	16	1	1/4		1/4	1		0	48		1542
23	23	6/8	3/8	5	1	1/4		1/4	1		-1	77		1538
23	23	6/8	5/8	16	1	1/8		1/8	1		1	43		1543
23	23	6/8	5/8	16	1	1/8		1/8	1		0	48		1543
23	23	6/8	5/8	5	1	1/8		1/8	1		4	76		1539
24	24	6/8	0	18	1	3/4		1/2	3/2		5	35		1553
24	24	6/8	0	16	1	1/4		1/4	1		1	43		1549
24	24	6/8	0	16	1	1/4		1/4	1		0	48		1549
24	24	6/8	0	5	1	1/4		1/4	1		4	76		1545
24	24	6/8	1/4	16	1	1/8		1/8	1		1	43		1550
24	24	6/8	1/4	16	1	1/8		1/8	1		0	48		1550
24	24	6/8	1/4	5	1	1/8		1/8	1		2	74		1546
24	24	6/8	3/8	16	1	1/4		1/4	1		1	43		1551
24	24	6/8	3/8	16	1	1/4		1/4	1		0	48		1551
24	24	6/8	3/8	5	1	1/4		1/4	1		2	74		1547
24	24	6/8	5/8	16	1	1/8		1/8	1		1	43		1552
24	24	6/8	5/8	16	1	1/8		1/8	1		0	48		1552
24	24	6/8	5/8	5	1	1/8		1/8	1		0	72		1548
25	25	6/8	0	18	1	3/4		1/2	3/2		5	35		1565
25	25	6/8	0	16	1	1/4		1/4	1		1	43		1561
25	25	6/8	0	16	1	1/4		1/4	1		0	48		1561
25	25	6/8	0	5	1	3/16		1/8	3/2		0	72		1554
25	25	6/8	3/16	5	1	1/16		1/16	1		2	74		1555
25	25	6/8	1/4	16	1	1/8		1/8	1		1	43		1562
25	25	6/8	1/4	16	1	1/8		1/8	1		0	48		1562
25	25	6/8	1/4	5	1	1/8		1/8	1		0	72		1556
25	25	6/8	3/8	29	1	1/16		1/16	1		1	43		1596
25	25	6/8	3/8	16	1	1/4		1/4	1		1	43		1563
25	25	6/8	3/8	15	1	1/4		1/4	1		5	47		1559
25	25	6/8	3/8	27	1	1/16		1/16	1		2	50		1584
25	25	6/8	3/8	28	1	1/16		1/16	1		2	50		1590
25	25	6/8	3/8	24	1	1/16		1/16	1		5	59		1566
25	25	6/8	3/8	25	1	1/16		1/16	1		5	59		1572
25	25	6/8	3/8	26	1	1/16		1/16	1		5	59		1578
25	25	6/8	3/8	5	1	1/4		1/4	1		5	71		1557
25	25	6/8	7/16	29	1	1/16		1/16	1		5	47		1597
25	25	6/8	7/16	27	1	1/16		1/16	1		1	55		1585
25	25	6/8	7/16	28	1	1/16		1/16	1		1	55		1591
25	25	6/8	7/16	24	1	1/16		1/16	1		2	62		1567
25	25	6/8	7/16	25	1	1/16		1/16	1		2	62		1573
25	25	6/8	7/16	26	1	1/16		1/16	1		2	62		1579
25	25	6/8	1/2	29	1	1/16		1/16	1		4	52		1598
25	25	6/8	1/2	27	1	1/16		1/16	1		5	59		1586
25	25	6/8	1/2	28	1	1/16		1/16	1		5	59		1592
25	25	6/8	1/2	24	1	1/16		1/16	1		1	67		1568
25	25	6/8	1/2	25	1	1/16		1/16	1		1	67		1574
25	25	6/8	1/2	26	1	1/16		1/16	1		1	67		1580
25	25	6/8	9/16	29	1	1/16		1/16	1		1	55		1599
25	25	6/8	9/16	27	1	1/16		1/16	1		2	62		1587
25	25	6/8	9/16	28	1	1/16		1/16	1		2	62		1593
25	25	6/8	9/16	24	1	1/16		1/16	1		5	71		1569
25	25	6/8	9/16	25	1	1/16		1/16	1		5	71		1575
25	25	6/8	9/16	26	1	1/16		1/16	1		5	71		1581
25	25	6/8	5/8	16	1	1/8		1/8	1		1	43		1564
25	25	6/8	5/8	15	1	1/8		1/8	1		5	47		1560
25	25	6/8	5/8	29	1	1/16		1/16	1		5	59		1600
25	25	6/8	5/8	5	1	1/8		1/8	1		2	62		1558
25	25	6/8	5/8	27	1	1/16		1/16	1		1	67		1588
25	25	6/8	5/8	28	1	1/16		1/16	1		1	67		1594
25	25	6/8	5/8	24	1	1/16		1/16	1		2	74		1570
25	25	6/8	5/8	25	1	1/16		1/16	1		2	74		1576
25	25	6/8	5/8	26	1	1/16		1/16	1		2	74		1582
25	25	6/8	11/16	29	1	1/16		1/16	1		2	62		1601
25	25	6/8	11/16	27	1	1/16		1/16	1		5	71		1589
25	25	6/8	11/16	28	1	1/16		1/16	1		5	71		1595
25	25	6/8	11/16	24	1	1/16		1/16	1		1	79		1571
25	25	6/8	11/16	25	1	1/16		1/16	1		1	79		1577
25	25	6/8	11/16	26	1	1/16		1/16	1		1	79		1583
26	26	6/8	0	18	1	3/4		1/2	3/2		5	35		1616
26	26	6/8	0	16	1	1/4		1/4	1		1	43		1612
26	26	6/8	0	15	1	1/4		1/4	1		5	47		1608
26	26	6/8	0	5	1	1/4		1/4	1		2	62		1602
26	26	6/8	1/4	5	1	0	acciaccatura	1/8	1		6	66		1603
26	26	6/8	1/4	16	1	1/8		1/8	1		1	43		1613
26	26	6/8	1/4	15	1	1/8		1/8	1		5	47		1609
26	26	6/8	1/4	5	1	1/8		1/8	1		1	67		1604
26	26	6/8	3/8	16	1	1/4		1/4	1		1	43		1614
26	26	6/8	3/8	15	1	1/4		1/4	1		5	47		1610
26	26	6/8	3/8	5	1	1/4		1/4	1		2	62		1605
26	26	6/8	5/8	5	1	0	acciaccatura	1/8	1		10	70		1606
26	26	6/8	5/8	16	1	1/8		1/8	1		1	43		1615
26	26	6/8	5/8	15	1	1/8		1/8	1		5	47		1611
26	26	6/8	5/8	5	1	1/8		1/8	1		5	71		1607
27	27	6/8	0	18	1	3/4		1/2	3/2		5	35		1631
27	27	6/8	0	16	1	1/4		1/4	1		1	43		1627
27	27	6/8	0	15	1	1/4		1/4	1		5	47		1623
27	27	6/8	0	5	1	1/4		1/4	1		1	67		1617
27	27	6/8	1/4	5	1	0	acciaccatura	1/8	1		7	73		1618
27	27	6/8	1/4	16	1	1/8		1/8	1		1	43		1628
27	27	6/8	1/4	15	1	1/8		1/8	1		5	47		1624
27	27	6/8	1/4	5	1	1/8		1/8	1		2	74		1619
27	27	6/8	3/8	16	1	1/4		1/4	1		1	43		1629
27	27	6/8	3/8	15	1	1/4		1/4	1		5	47		1625
27	27	6/8	3/8	5	1	3/16		1/8	3/2		2	74		1620
27	27	6/8	9/16	5	1	1/16		1/16	1		4	76		1621
27	27	6/8	5/8	16	1	1/8		1/8	1		1	43		1630
27	27	6/8	5/8	15	1	1/8		1/8	1		5	47		1626
27	27	6/8	5/8	5	1	1/8		1/8	1		6	78		1622
28	28	6/8	0	5	1	0	acciaccatura	1/8	1		6	78		1632
28	28	6/8	0	18	1	3/4		1/2	3/2		5	35		1646
28	28	6/8	0	16	1	1/4		1/4	1		1	43		1642
28	28	6/8	0	15	1	1/4		1/4	1		5	47		1638
28	28	6/8	0	5	1	1/4		1/4	1		1	79		1633
28	28	6/8	1/4	5	1	0	acciaccatura	1/8	1		3	81		1634
28	28	6/8	1/4	16	1	1/8		1/8	1		1	43		1643
28	28	6/8	1/4	15	1	1/8		1/8	1		5	47		1639
28	28	6/8	1/4	5	1	1/8		1/8	1		1	79		1635
28	28	6/8	3/8	16	1	1/4		1/4	1		1	43		1644
28	28	6/8	3/8	15	1	1/4		1/4	1		5	47		1640
28	28	6/8	3/8	5	1	1/4		1/4	1		1	79		1636
28	28	6/8	5/8	16	1	1/8		1/8	1		1	43		1645
28	28	6/8	5/8	15	1	1/8		1/8	1		5	47		1641
28	28	6/8	5/8	5	1	1/8		1/8	1		-1	77		1637
29	29	2/2	0	1	1	0	acciaccatura	1/8	1		2	86		1647
29	29	2/2	0	2	1	0	acciaccatura	1/8	1		2	98		1649
29	29	2/2	0	5	1	0	acciaccatura	1/8	1		-3	75		1653
29	29	2/2	0	18	1	1/2		1/2	1		5	35		1666
29	29	2/2	0	16	1	1/2		1/2	1		1	43		1665
29	29	2/2	0	15	1	1/2		1/2	1		5	47		1664
29	29	2/2	0	29	1	1/2		1/2	1		-3	51		1683
29	29	2/2	0	30	1	1/2		1/2	1		-3	51		1685
29	29	2/2	0	6	1	1		1	1	1	-3	51		1655
29	29	2/2	0	8	1	1		1	1	1	-3	51		1657
29	29	2/2	0	9	1	1		1	1	1	-3	51		1658
29	29	2/2	0	13	1	1		1	1	1	-3	51		1662
29	29	2/2	0	14	1	1		1	1	1	-3	51		1663
29	29	2/2	0	27	1	1/2		1/2	1		-3	63		1679
29	29	2/2	0	28	1	1/2		1/2	1		-3	63		1681
29	29	2/2	0	29	1	1/2		1/2	1		-3	63		1683
29	29	2/2	0	6	1	1		1	1	1	-3	63		1655
29	29	2/2	0	7	1	1		1	1	1	-3	63		1656
29	29	2/2	0	8	1	1		1	1	1	-3	63		1657
29	29	2/2	0	9	1	1		1	1	1	-3	63		1658
29	29	2/2	0	10	1	1		1	1	1	-3	63		1659
29	29	2/2	0	11	1	1		1	1	1	-3	63		1660
29	29	2/2	0	12	1	1		1	1	1	-3	63		1661
29	29	2/2	0	21	1	1/2		1/2	1		-3	75		1667
29	29	2/2	0	22	1	1/2		1/2	1		-3	75		1669
29	29	2/2	0	23	1	1/2		1/2	1		-3	75		1671
29	29	2/2	0	24	1	1/2		1/2	1		-3	75		1673
29	29	2/2	0	25	1	1/2		1/2	1		-3	75		1675
29	29	2/2	0	26	1	1/2		1/2	1		-3	75		1677
29	29	2/2	0	27	1	1/2		1/2	1		-3	75		1679
29	29	2/2	0	28	1	1/2		1/2	1		-3	75		1681
29	29	2/2	0	10	1	1		1	1	1	-3	75		1659
29	29	2/2	0	21	1	1/2		1/2	1		-3	87		1667
29	29	2/2	0	22	1	1/2		1/2	1		-3	87		1669
29	29	2/2	0	23	1	1/2		1/2	1		-3	87		1671
29	29	2/2	0	24	1	1/2		1/2	1		-3	87		1673
29	29	2/2	0	25	1	1/2		1/2	1		-3	87		1675
29	29	2/2	0	26	1	1/2		1/2	1		-3	87		1677
29	29	2/2	0	1	1	1		1	1	1	-3	87		1648
29	29	2/2	0	3	1	1		1	1	1	-3	87		1651
29	29	2/2	0	4	1	1		1	1	1	-3	87		1652
29	29	2/2	0	5	1	1		1	1	1	-3	87		1654
29	29	2/2	0	2	1	1		1	1	1	-3	99		1650
29	29	2/2	1/2	29	1	1/2		1/2	1		-3	51		1684
29	29	2/2	1/2	30	1	1/2		1/2	1		-3	51		1686
29	29	2/2	1/2	27	1	1/2		1/2	1		-3	63		1680
29	29	2/2	1/2	28	1	1/2		1/2	1		-3	63		1682
29	29	2/2	1/2	29	1	1/2		1/2	1		-3	63		1684
29	29	2/2	1/2	21	1	1/2		1/2	1		-3	75		1668
29	29	2/2	1/2	22	1	1/2		1/2	1		-3	75		1670
29	29	2/2	1/2	23	1	1/2		1/2	1		-3	75		1672
29	29	2/2	1/2	24	1	1/2		1/2	1		-3	75		1674
29	29	2/2	1/2	25	1	1/2		1/2	1		-3	75		1676
29	29	2/2	1/2	26	1	1/2		1/2	1		-3	75		1678
29	29	2/2	1/2	27	1	1/2		1/2	1		-3	75		1680
29	29	2/2	1/2	28	1	1/2		1/2	1		-3	75		1682
29	29	2/2	1/2	21	1	1/2		1/2	1		-3	87		1668
29	29	2/2	1/2	22	1	1/2		1/2	1		-3	87		1670
29	29	2/2	1/2	23	1	1/2		1/2	1		-3	87		1672
29	29	2/2	1/2	24	1	1/2		1/2	1		-3	87		1674
29	29	2/2	1/2	25	1	1/2		1/2	1		-3	87		1676
29	29	2/2	1/2	26	1	1/2		1/2	1		-3	87		1678
30	30	2/2	0	29	1	1/4		1/4	1		-3	51		1725
30	30	2/2	0	30	1	1/4		1/4	1		-3	51		1728
30	30	2/2	0	6	1	1		1	1	0	-3	51		1692
30	30	2/2	0	8	1	1		1	1	-1	-3	51		1694
30	30	2/2	0	9	1	1		1	1	-1	-3	51		1695
30	30	2/2	0	13	1	1		1	1	-1	-3	51		1699
30	30	2/2	0	14	1	1		1	1	-1	-3	51		1700
30	30	2/2	0	27	1	1/4		1/4	1		-3	63		1719
30	30	2/2	0	28	1	1/4		1/4	1		-3	63		1722
30	30	2/2	0	29	1	1/4		1/4	1		-3	63		1725
30	30	2/2	0	6	1	1		1	1	0	-3	63		1692
30	30	2/2	0	7	1	1		1	1	-1	-3	63		1693
30	30	2/2	0	8	1	1		1	1	-1	-3	63		1694
30	30	2/2	0	9	1	1		1	1	-1	-3	63		1695
30	30	2/2	0	10	1	1		1	1	-1	-3	63		1696
30	30	2/2	0	11	1	1		1	1	-1	-3	63		1697
30	30	2/2	0	12	1	1		1	1	-1	-3	63		1698
30	30	2/2	0	21	1	1/4		1/4	1		-3	75		1701
30	30	2/2	0	22	1	1/4		1/4	1		-3	75		1704
30	30	2/2	0	23	1	1/4		1/4	1		-3	75		1707
30	30	2/2	0	24	1	1/4		1/4	1		-3	75		1710
30	30	2/2	0	25	1	1/4		1/4	1		-3	75		1713
30	30	2/2	0	26	1	1/4		1/4	1		-3	75		1716
30	30	2/2	0	27	1	1/4		1/4	1		-3	75		1719
30	30	2/2	0	28	1	1/4		1/4	1		-3	75		1722
30	30	2/2	0	10	1	1		1	1	-1	-3	75		1696
30	30	2/2	0	21	1	1/4		1/4	1		-3	87		1701
30	30	2/2	0	22	1	1/4		1/4	1		-3	87		1704
30	30	2/2	0	23	1	1/4		1/4	1		-3	87		1707
30	30	2/2	0	24	1	1/4		1/4	1		-3	87		1710
30	30	2/2	0	25	1	1/4		1/4	1		-3	87		1713
30	30	2/2	0	26	1	1/4		1/4	1		-3	87		1716
30	30	2/2	0	1	1	1		1	1	-1	-3	87		1687
30	30	2/2	0	3	1	1		1	1	-1	-3	87		1689
30	30	2/2	0	4	1	1		1	1	-1	-3	87		1690
30	30	2/2	0	5	1	1		1	1	-1	-3	87		1691
30	30	2/2	0	2	1	1		1	1	-1	-3	99		1688
30	30	2/2	1/4	29	1	1/2		1/2	1		-3	51		1726
30	30	2/2	1/4	30	1	1/2		1/2	1		-3	51		1729
30	30	2/2	1/4	27	1	1/2		1/2	1		-3	63		1720
30	30	2/2	1/4	28	1	1/2		1/2	1		-3	63		1723
30	30	2/2	1/4	29	1	1/2		1/2	1		-3	63		1726
30	30	2/2	1/4	21	1	1/2		1/2	1		-3	75		1702
30	30	2/2	1/4	22	1	1/2		1/2	1		-3	75		1705
30	30	2/2	1/4	23	1	1/2		1/2	1		-3	75		1708
30	30	2/2	1/4	24	1	1/2		1/2	1		-3	75		1711
30	30	2/2	1/4	25	1	1/2		1/2	1		-3	75		1714
30	30	2/2	1/4	26	1	1/2		1/2	1		-3	75		1717
30	30	2/2	1/4	27	1	1/2		1/2	1		-3	75		1720
30	30	2/2	1/4	28	1	1/2		1/2	1		-3	75		1723
30	30	2/2	1/4	21	1	1/2		1/2	1		-3	87		1702
30	30	2/2	1/4	22	1	1/2		1/2	1		-3	87		1705
30	30	2/2	1/4	23	1	1/2		1/2	1		-3	87		1708
30	30	2/2	1/4	24	1	1/2		1/2	1		-3	87		1711
30	30	2/2	1/4	25	1	1/2		1/2	1		-3	87		1714
30	30	2/2	1/4	26	1	1/2		1/2	1		-3	87		1717
30	30	2/2	3/4	29	1	1/4		1/4	1		-3	51		1727
30	30	2/2	3/4	30	1	1/4		1/4	1		-3	51		1730
30	30	2/2	3/4	27	1	1/4		1/4	1		-3	63		1721
30	30	2/2	3/4	28	1	1/4		1/4	1		-3	63		1724
30	30	2/2	3/4	29	1	1/4		1/4	1		-3	63		1727
30	30	2/2	3/4	21	1	1/4		1/4	1		-3	75		1703
30	30	2/2	3/4	22	1	1/4		1/4	1		-3	75		1706
30	30	2/2	3/4	23	1	1/4		1/4	1		-3	75		1709
30	30	2/2	3/4	24	1	1/4		1/4	1		-3	75		1712
30	30	2/2	3/4	25	1	1/4		1/4	1		-3	75		1715
30	30	2/2	3/4	26	1	1/4		1/4	1		-3	75		1718
30	30	2/2	3/4	27	1	1/4		1/4	1		-3	75		1721
30	30	2/2	3/4	28	1	1/4		1/4	1		-3	75		1724
30	30	2/2	3/4	21	1	1/4		1/4	1		-3	87		1703
30	30	2/2	3/4	22	1	1/4		1/4	1		-3	87		1706
30	30	2/2	3/4	23	1	1/4		1/4	1		-3	87		1709
30	30	2/2	3/4	24	1	1/4		1/4	1		-3	87		1712
30	30	2/2	3/4	25	1	1/4		1/4	1		-3	87		1715
30	30	2/2	3/4	26	1	1/4		1/4	1		-3	87		1718
31	31	2/2	0	30	1	1/8		1/8	1		-3	51		1882
31	31	2/2	0	6	1	1/2		1/2	1	-1	-3	51		1771
31	31	2/2	0	8	1	1/8		1/8	1		-3	63		1775
31	31	2/2	0	9	1	1/8		1/8	1		-3	63		1781
31	31	2/2	0	12	1	1/8		1/8	1		-3	63		1799
31	31	2/2	0	13	1	1/8		1/8	1		-3	63		1806
31	31	2/2	0	14	1	1/8		1/8	1		-3	63		1813
31	31	2/2	0	29	1	1/8		1/8	1		-3	63		1874
31	31	2/2	0	10	1	1/6		1/4	2/3		-3	63		1787
31	31	2/2	0	11	1	1/6		1/4	2/3		-3	63		1793
31	31	2/2	0	6	1	1/2		1/2	1	-1	-3	63		1771
31	31	2/2	0	7	1	1/2		1/2	1		-3	63		1773
31	31	2/2	0	27	1	1/8		1/8	1		-3	75		1862
31	31	2/2	0	10	1	1/6		1/4	2/3		-3	75		1787
31	31	2/2	0	28	1	1/4		1/4	1		-3	75		1868
31	31	2/2	0	1	1	1/8		1/8	1		-3	87		1731
31	31	2/2	0	3	1	1/8		1/8	1		-3	87		1747
31	31	2/2	0	4	1	1/8		1/8	1		-3	87		1755
31	31	2/2	0	5	1	1/8		1/8	1		-3	87		1763
31	31	2/2	0	21	1	1/8		1/8	1		-3	87		1819
31	31	2/2	0	22	1	1/8		1/8	1		-3	87		1825
31	31	2/2	0	23	1	1/8		1/8	1		-3	87		1833
31	31	2/2	0	24	1	1/8		1/8	1		-3	87		1840
31	31	2/2	0	25	1	1/8		1/8	1		-3	87		1848
31	31	2/2	0	26	1	1/8		1/8	1		-3	87		1854
31	31	2/2	0	2	1	1/8		1/8	1		-3	99		1739
31	31	2/2	1/8	30	1	1/8		1/8	1		2	50		1883
31	31	2/2	1/8	8	1	1/8		1/8	1		2	62		1776
31	31	2/2	1/8	9	1	1/8		1/8	1		2	62		1782
31	31	2/2	1/8	12	1	1/8		1/8	1		2	62		1800
31	31	2/2	1/8	13	1	1/8		1/8	1		2	62		1807
31	31	2/2	1/8	14	1	1/8		1/8	1		2	62		1814
31	31	2/2	1/8	29	1	1/8		1/8	1		2	62		1875
31	31	2/2	1/8	27	1	1/8		1/8	1		2	74		1863
31	31	2/2	1/8	1	1	1/8		1/8	1		-3	75		1732
31	31	2/2	1/8	3	1	1/8		1/8	1		-3	75		1748
31	31	2/2	1/8	4	1	1/8		1/8	1		-3	75		1756
31	31	2/2	1/8	5	1	1/8		1/8	1		2	86		1764
31	31	2/2	1/8	21	1	1/8		1/8	1		2	86		1820
31	31	2/2	1/8	22	1	1/8		1/8	1		2	86		1826
31	31	2/2	1/8	23	1	1/8		1/8	1		2	86		1834
31	31	2/2	1/8	24	1	1/8		1/8	1		2	86		1841
31	31	2/2	1/8	25	1	1/8		1/8	1		2	86		1849
31	31	2/2	1/8	26	1	1/8		1/8	1		2	86		1855
31	31	2/2	1/8	2	1	1/8		1/8	1		-3	87		1740
31	31	2/2	1/6	10	1	1/6		1/4	2/3		-3	63		1788
31	31	2/2	1/6	11	1	1/6		1/4	2/3		-3	63		1794
31	31	2/2	1/6	10	1	1/6		1/4	2/3		-3	75		1788
31	31	2/2	1/4	30	1	1/8		1/8	1		0	48		1884
31	31	2/2	1/4	8	1	1/8		1/8	1		0	60		1777
31	31	2/2	1/4	9	1	1/8		1/8	1		0	60		1783
31	31	2/2	1/4	12	1	1/8		1/8	1		0	60		1801
31	31	2/2	1/4	13	1	1/8		1/8	1		0	60		1808
31	31	2/2	1/4	14	1	1/8		1/8	1		0	60		1815
31	31	2/2	1/4	29	1	1/8		1/8	1		0	60		1876
31	31	2/2	1/4	27	1	1/8		1/8	1		0	72		1864
31	31	2/2	1/4	5	1	1/8		1/8	1		0	84		1765
31	31	2/2	1/4	21	1	1/8		1/8	1		0	84		1821
31	31	2/2	1/4	22	1	1/8		1/8	1		0	84		1827
31	31	2/2	1/4	23	1	1/8		1/8	1		0	84		1835
31	31	2/2	1/4	24	1	1/8		1/8	1		0	84		1842
31	31	2/2	1/4	25	1	1/8		1/8	1		0	84		1850
31	31	2/2	1/4	26	1	1/8		1/8	1		0	84		1856
31	31	2/2	1/4	1	1	1/8		1/8	1		-3	87		1733
31	31	2/2	1/4	3	1	1/8		1/8	1		-3	87		1749
31	31	2/2	1/4	4	1	1/8		1/8	1		-3	87		1757
31	31	2/2	1/4	2	1	1/8		1/8	1		-3	99		1741
31	31	2/2	1/3	10	1	1/6		1/4	2/3		-3	63		1789
31	31	2/2	1/3	11	1	1/6		1/4	2/3		-3	63		1795
31	31	2/2	1/3	10	1	1/6		1/4	2/3		-3	75		1789
31	31	2/2	3/8	30	1	1/8		1/8	1		-2	46		1885
31	31	2/2	3/8	8	1	1/8		1/8	1		-2	58		1778
31	31	2/2	3/8	9	1	1/8		1/8	1		-2	58		1784
31	31	2/2	3/8	12	1	1/8		1/8	1		-2	58		1802
31	31	2/2	3/8	13	1	1/8		1/8	1		-2	58		1809
31	31	2/2	3/8	14	1	1/8		1/8	1		-2	58		1816
31	31	2/2	3/8	29	1	1/8		1/8	1		-2	58		1877
31	31	2/2	3/8	27	1	1/8		1/8	1		-2	70		1865
31	31	2/2	3/8	28	1	1/8		1/8	1		-2	70		1869
31	31	2/2	3/8	5	1	1/8		1/8	1		-2	82		1766
31	31	2/2	3/8	21	1	1/8		1/8	1		-2	82		1822
31	31	2/2	3/8	22	1	1/8		1/8	1		-2	82		1828
31	31	2/2	3/8	23	1	1/8		1/8	1		-2	82		1836
31	31	2/2	3/8	24	1	1/8		1/8	1		-2	82		1843
31	31	2/2	3/8	26	1	1/8		1/8	1		-2	82		1857
31	31	2/2	3/8	1	1	1/8		1/8	1		-3	87		1734
31	31	2/2	3/8	3	1	1/8		1/8	1		-3	87		1750
31	31	2/2	3/8	4	1	1/8		1/8	1		-3	87		1758
31	31	2/2	3/8	2	1	1/8		1/8	1		-3	99		1742
31	31	2/2	1/2	30	1	1/4		1/4	1		-2	46		1886
31	31	2/2	1/2	6	1	1/2		1/2	1		-3	51		1772
31	31	2/2	1/2	8	1	1/8		1/8	1		-2	58		1779
31	31	2/2	1/2	9	1	1/8		1/8	1		-2	58		1785
31	31	2/2	1/2	29	1	1/8		1/8	1		-2	58		1878
31	31	2/2	1/2	12	1	1/4		1/4	1		-2	58		1803
31	31	2/2	1/2	13	1	1/4		1/4	1		-2	58		1810
31	31	2/2	1/2	14	1	1/4		1/4	1		-2	58		1817
31	31	2/2	1/2	7	1	1/2		1/2	1		-2	58		1774
31	31	2/2	1/2	10	1	1/6		1/4	2/3		-3	63		1790
31	31	2/2	1/2	11	1	1/6		1/4	2/3		-3	63		1796
31	31	2/2	1/2	6	1	1/2		1/2	1		-3	63		1772
31	31	2/2	1/2	28	1	1/8		1/8	1		-2	70		1870
31	31	2/2	1/2	27	1	1/4		1/4	1		-2	70		1866
31	31	2/2	1/2	10	1	1/6		1/4	2/3		-3	75		1790
31	31	2/2	1/2	5	1	1/8		1/8	1		-2	82		1767
31	31	2/2	1/2	22	1	1/8		1/8	1		-2	82		1829
31	31	2/2	1/2	23	1	1/8		1/8	1		-2	82		1837
31	31	2/2	1/2	24	1	1/8		1/8	1		-2	82		1844
31	31	2/2	1/2	25	1	1/8		1/8	1		-2	82		1851
31	31	2/2	1/2	26	1	1/8		1/8	1		-2	82		1858
31	31	2/2	1/2	21	1	1/4		1/4	1		-2	82		1823
31	31	2/2	1/2	1	1	1/8		1/8	1		-3	87		1735
31	31	2/2	1/2	3	1	1/8		1/8	1		-3	87		1751
31	31	2/2	1/2	4	1	1/8		1/8	1		-3	87		1759
31	31	2/2	1/2	2	1	1/8		1/8	1		-3	99		1743
31	31	2/2	5/8	29	1	1/8		1/8	1		1	55		1879
31	31	2/2	5/8	28	1	1/8		1/8	1		1	67		1871
31	31	2/2	5/8	1	1	1/8		1/8	1		-3	75		1736
31	31	2/2	5/8	3	1	1/8		1/8	1		-3	75		1752
31	31	2/2	5/8	4	1	1/8		1/8	1		-3	75		1760
31	31	2/2	5/8	5	1	1/8		1/8	1		1	79		1768
31	31	2/2	5/8	22	1	1/8		1/8	1		1	79		1830
31	31	2/2	5/8	23	1	1/8		1/8	1		1	79		1838
31	31	2/2	5/8	24	1	1/8		1/8	1		1	79		1845
31	31	2/2	5/8	25	1	1/8		1/8	1		1	79		1852
31	31	2/2	5/8	26	1	1/8		1/8	1		1	79		1859
31	31	2/2	5/8	2	1	1/8		1/8	1		-3	87		1744
31	31	2/2	2/3	10	1	1/6		1/4	2/3		-3	63		1791
31	31	2/2	2/3	11	1	1/6		1/4	2/3		-3	63		1797
31	31	2/2	2/3	10	1	1/6		1/4	2/3		-3	75		1791
31	31	2/2	3/4	29	1	1/8		1/8	1		-2	58		1880
31	31	2/2	3/4	12	1	1/8		1/8	1		-3	63		1804
31	31	2/2	3/4	13	1	1/8		1/8	1		-3	63		1811
31	31	2/2	3/4	28	1	1/8		1/8	1		-2	70		1872
31	31	2/2	3/4	5	1	1/8		1/8	1		-2	82		1769
31	31	2/2	3/4	22	1	1/8		1/8	1		-2	82		1831
31	31	2/2	3/4	24	1	1/8		1/8	1		-2	82		1846
31	31	2/2	3/4	25	1	1/8		1/8	1		-2	82		1853
31	31	2/2	3/4	26	1	1/8		1/8	1		-2	82		1860
31	31	2/2	3/4	23	1	1/4		1/4	1		-2	82		1839
31	31	2/2	3/4	1	1	1/8		1/8	1		-3	87		1737
31	31	2/2	3/4	3	1	1/8		1/8	1		-3	87		1753
31	31	2/2	3/4	4	1	1/8		1/8	1		-3	87		1761
31	31	2/2	3/4	2	1	1/8		1/8	1		-3	99		1745
31	31	2/2	5/6	10	1	1/6		1/4	2/3		-3	63		1792
31	31	2/2	5/6	11	1	1/6		1/4	2/3		-3	63		1798
31	31	2/2	5/6	10	1	1/6		1/4	2/3		-3	75		1792
31	31	2/2	7/8	30	1	1/8		1/8	1		-3	51		1887
31	31	2/2	7/8	8	1	1/8		1/8	1		-3	63		1780
31	31	2/2	7/8	9	1	1/8		1/8	1		-3	63		1786
31	31	2/2	7/8	12	1	1/8		1/8	1		-3	63		1805
31	31	2/2	7/8	13	1	1/8		1/8	1		-3	63		1812
